Designation,Process,Graduation_Cleaned,Post Graduation_cleaned,Diploma_cleaned,Others_cleaned,Raw Master Category_cleaned,Notice period served,Voluntary / Forced,Gender,Rating,Band,Company,Business,Last Shifts for person,Deparment
Senior Analyst,NOI AR,B.Sc,No details,no details,no details,Personal ,0,V,F,Rating not available,A2,R1 RCM -II,India Enterprise Solution,12:00 PM - 9:00 PM,India Enterprise Solution
Senior Analyst,NOI AR,B.C.A. ,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,CBO Non Voice,B.Sc,PGP,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.Com,M.Com,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Issues with Manager,0,V,F,C,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Better opportunity,0,V,F,C,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,CBO Non Voice,B.A.,No details,no details,no details,Better opportunity,0,V,F,B,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Analyst,NOI AR,B.Sc,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A1,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Better opportunity,0,V,F,B,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,CBO Non Voice,B.A.,No details,no details,no details,Health,0,V,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,CBO Non Voice,B.C.A. ,No details,no details,no details,Health,0,V,F,B,A2,R1 RCM -II,PFS 1,8:30 AM - 5:30 PM,PFS 1
Senior Analyst,NOI AR,B.B.A.,No details,no details,no details,Issues with Manager,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,PAS,B.A.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Analyst,NOI AR,B.B.A.,No details,no details,no details,Better opportunity,0,V,F,B,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,CSSC Non-Voice,B.Com,M.C.A.,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 2,3:00 PM - 12:00 AM,PFS 2
Senior Analyst,CBO Non Voice,B.Com,No details,no details,no details,Personal ,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,PAS,B.A.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst - IT Infra & Operations,IT,B.E.,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Trainee - App/Data Support,India Enterprise Solution,B.Sc,No details,no details,no details,No data available,0,V,M,Rating not available,A1,R1 RCM -II,IT,9:00 AM - 6:00 PM,IT
Senior Analyst,PAS,B.Com,M.C.A.,no details,no details,Issues with Manager,0,V,M,Rating not available,A1,R1 RCM -II,India Enterprise Solution,3:00 PM - 12:00 AM,India Enterprise Solution
Senior Analyst,NOI AR,B.E.,No details,no details,no details,Issues with Manager,0,V,F,A,A2,R1 RCM -II,PFS 1,9:00 AM - 6:00 PM,PFS 1
Senior Analyst,NOI AR,B.A.,No details,no details,no details, Absconding,0,V,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Better opportunity,0,V,M,C,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.Sc,PG Diploma in Banking Services,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Engineer - Application and Engineering,Software Development,B.E.,No details,no details,no details,Higher Studies,0,V,M,B,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Relocation,0,V,M,B,A2,R1 RCM -II,Software Development,8:00 AM - 5:00 PM,Software Development
Analyst,NOI AR,B.B.A.,No details,no details,no details,Health,0,V,F,C,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Personal ,0,V,M,B,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Health,0,V,F,C,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.A.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.Com,M.C.A.,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Associate Lead engineer- Application and Engineering,Software Development,B.Sc,M.C.A.,no details,no details,Better opportunity,0,V,M,C,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Manager ,IT,No details,No details,Diploma In Software Engineering ,no details,Better opportunity,0,V,M,Rating not available,A3,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Senior Analyst,NOI AR,B.Com,No details,no details,Intermediate,Health,0,V,M,B,Manager,R1 RCM -II,IT,1:00 PM - 10:00 PM,IT
Senior Analyst,NOI AR,B.E.,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Better opportunity,0,V,F,B,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,NOI AR,B.B.A.,No details,no details,no details,Performance & Discipline,0,F,M,A,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,NOI AR,B.Com,No details,no details,no details,Sabbatical,0,V,M,B,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Engineer - Application and Engineering,Software Development,B.C.A. ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.A.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,A3,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Assistant Manager 1,NOI AR,Bachelors ,MBA,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,NOI AR,B.Com,No details,no details,no details,Health,0,V,M,Rating not available,P1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,NOI AR,B.J.M.C. ,No details,no details,no details,Better opportunity,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Engineer - BI and Analytics,Software Development,GNI,No details,no details,no details,Integrity Issue,0,F,F,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.A.,M.Sc.,no details,no details,Joining Family Business,0,V,M,B,A2,R1 RCM -II,Software Development,3:00 PM - 12:00 AM,Software Development
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Better opportunity,0,V,F,B+,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,NOI AR,B.B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Program Lead,India Enterprise Solution,B.E.,Post Graduate Diploma In Management Executive,no details,no details,Shift Timings,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst - IT Infra & Operations,Information Security,B.E.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,P1,R1 RCM -II,India Enterprise Solution,12:00 PM - 9:00 PM,India Enterprise Solution
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Better opportunity,0,V,F,B+,A2,R1 RCM -II,Information Security,8:00 AM - 5:00 PM,Information Security
Senior Analyst,NOI AR,B.Com,P.G.D.M.,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,NOI AR,B.A.,No details,no details,no details,Performance & Discipline,0,F,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst – Information Security,Information Security,B.E.,No details,no details,no details,Better opportunity,0,V,F,B,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Assistant Manager 2,NOI AR,B.Sc,No details,no details,no details,Better opportunity,0,V,M,B,A2,R1 RCM -II,Information Security,12:00 PM - 9:00 PM,Information Security
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Personal ,0,V,M,B+,P2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst,CBO Non Voice,B.B.A.,No details,no details,no details,Better opportunity,0,V,M,A,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.A.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,PFS 1,9:00 AM - 6:00 PM,PFS 1
Senior Coding Analyst,Medical Coding,B.Sc,No details,no details,no details,Health,0,V,F,A,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Engineer - Quality Assurance,Software Development,B.E.,No details,no details,no details,Better opportunity,0,V,M,B,P1,R1 RCM -II,Medical Coding,9:00 AM - 6:00 PM,Medical Coding
Trainee-Application and Engineering,India Enterprise Solution,No details,M.C.A.,no details,no details,Better opportunity,0,V,M,B,A2,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Senior Engineer - Quality Assurance,Software Development,B.E.,No details,no details,no details,Better opportunity,0,V,F,Rating not available,A1,R1 RCM -II,India Enterprise Solution,9:00 AM - 6:00 PM,India Enterprise Solution
Senior Analyst,PAS,No details,M.C.A.,no details,no details,Issues with Manager,0,V,F,Rating not available,A3,R1 RCM -II,Software Development,9:00 AM - 6:00 PM,Software Development
Analyst,CBO Non Voice,B.Com,No details,no details,no details,Performance & Discipline,0,F,F,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,PAS,B.E.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Coding Analyst,Medical Coding,B.C.A. ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PAS,B.E.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A3,R1 RCM -II,Medical Coding,9:00 AM - 6:00 PM,Medical Coding
Senior Executive,Finance,No details,M.C.A.,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Coding Analyst,Medical Coding,No details,M.E.,no details,no details,Better opportunity,0,V,F,Rating not available,A3,R1 RCM -II,Support,12:00 PM - 9:00 PM,Support
Senior Coding Analyst,Medical Coding,B.Sc,No details,no details,no details,Better opportunity,0,V,M,Rating not available,P1,R1 RCM -II,Medical Coding,6:00 AM - 3:00 PM,Medical Coding
Engineer-Automation Quality Assurance,Software Development,B.E.,No details,no details,no details,Joining Family Business,0,V,M,Rating not available,P1,R1 RCM -II,Medical Coding,6:00 AM - 3:00 PM,Medical Coding
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Change in role,0,V,M,Rating not available,A2,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Senior Analyst,NOI AR,B.A.,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Deputy Manager ,Quality RCM 1,B.Sc,No details,no details,Intermediate,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Engineer - Application and Engineering,Software Development,B.I.T. ,No details,no details,no details,Health,0,V,F,Rating not available,Manager,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Analyst,NOI AR,No details,PGP,no details,no details,Shift Timings,0,V,F,Rating not available,A3,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Senior Coding Analyst,Medical Coding,B. Pharm ,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A1,R1 RCM -II,PFS 2,9:00 AM - 6:00 PM,PFS 2
Senior Analyst,NOI AR,B.Sc,No details,no details,no details,Personal ,0,V,M,Rating not available,P1,R1 RCM -II,Medical Coding,9:00 AM - 6:00 PM,Medical Coding
Analyst,NOI AR,BIOTECHNOLOGY ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Coding Analyst,Medical Coding,B. Pharm ,No details,no details,no details,Abanonded,0,V,F,Rating not available,A1,R1 RCM -II,PFS 2,6:00 PM - 3:00 AM,PFS 2
Analyst,NOI AR,B.Com,No details,no details,no details,Personal ,0,V,F,Rating not available,P1,R1 RCM -II,Medical Coding,6:00 AM - 3:00 PM,Medical Coding
Senior Coding Analyst,Medical Coding,B.B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,3:00 PM - 12:00 AM,PFS 1
Senior Engineer - Quality Assurance,Software Development,B.E.,No details,no details,no details,Better opportunity,0,V,M,Rating not available,P1,R1 RCM -II,Medical Coding,6:00 AM - 3:00 PM,Medical Coding
Assistant Manager 1,DSSC Non-Voice,B.A.,No details,no details,metric,Better opportunity,0,V,M,Rating not available,A3,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Analyst,DSSC Non-Voice,B.C.A. ,No details,no details,Intermediate,Integrity Issue,0,F,M,Rating not available,P1,R1 RCM -II,PFS 1,12:00 PM - 9:00 PM,PFS 1
Senior Analyst,NOI AR,B.Sc,No details,no details,Intermediate,Personal ,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,12:00 PM - 9:00 PM,PFS 1
Analyst,PAS,B.Sc,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PAS,B.Com,No details,no details,no details,Shift Timings,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Engineer - Quality Assurance,Software Development,B.E.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CLASS,B.Com,No details,no details,no details,Personal ,0,V,F,Rating not available,A2,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Analyst,Intermedix,B.Com,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Analyst,Intermedix,B.Com,No details,no details,Intermediate,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermedix,B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermedix,B.A.,No details,no details,no details,Personal ,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermedix,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.Com,No details,no details,no details,Health,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Engineer - BI and Analytics,Software Development,No details,M.C.A.,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,PAS,B.E.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A2,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Associate Lead engineer- Application and Engineering,Software Development,No details,M.C.A.,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,P1,R1 RCM -II,Software Development,12:00 PM - 9:00 PM,Software Development
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.I.T. ,No details,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Abanonded,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,B.E.,No details,no details,no details,Health,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CBO Non Voice,No details,M.C.A.,no details,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
MIS Executive,Medical Coding,B.A.,No details,no details,no details,Integrity Issue,0,F,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PAS,B.C.A. ,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,Medical Coding,3:00 PM - 12:00 AM,Medical Coding
Senior Analyst,PAS,B.Com,No details,no details,no details,Integrity Issue,0,F,F,Rating not available,A1,R1 RCM -II,PFS 1,9:00 AM - 6:00 PM,PFS 1
Senior Analyst,CBO Non Voice,No details,M.C.A.,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,9:00 AM - 6:00 PM,PFS 1
Analyst,CLASS,B.B.A.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,CLASS,B.B.A.,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,NOI AR,No details,No details,Diploma ECE ,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -II,Operations,6:00 PM - 3:00 AM,Operations
Senior Analyst,CBO Non Voice,B.Sc,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,B.E.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,NOI AR,No details,M.C.A.,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,PFS Ascension Acute,B.B.A.,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PFS Ascension Acute,B.B.A.,No details,no details,no details,Integrity Issue,0,F,M,Rating not available,A2,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,PFS Ascension Acute,No details,M.Com,no details,no details,Integrity Issue,0,F,M,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Executive,Finance,B.Com,No details,no details,Intermediate,Abanonded,0,V,F,Rating not available,A1,R1 RCM -II,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,DSSC AR,No details,No details,B. Com,Intermediate,Better opportunity,0,V,M,Rating not available,A2,R1 RCM -IV,Support,1:00 PM - 10:00 PM,Support
Senior Analyst,Intermountain,No details,No details,Bachelors,no details,Abanonded,0,V,M,Rating not available,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermountain,B.C.A. ,No details,no details,no details,Personal ,0,V,M,Rating not available,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermountain,B.A.,No details,no details,Intermediate,Health,0,V,F,C,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,Quorum,No details,No details,Bachelors,no details,Better opportunity,0,V,M,B+,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,Intermountain,B.A.,No details,no details,Intermediate,Better opportunity,0,V,M,B,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,DSSC AR,No details,No details,Bachelors,no details,Health,0,V,F,B,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,DSSC AR,B.Com,No details,no details,no details,Performance & Discipline,0,F,F,Rating not available,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,Intermountain,B.A.,No details,no details,no details,Performance & Discipline,0,F,M,Rating not available,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,DSSC AR,No details,No details,Bachelors,Intermediate,Abanonded,0,V,F,C,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,Intermountain,B.A.,No details,no details,Intermediate,Abanonded,0,V,M,Rating not available,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,Intermountain,B.A.,No details,no details,Intermediate,Relocation,0,V,M,B+,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,DSSC AR,No details,No details,no details,no details,Better opportunity,0,V,M,B+,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,DSSC AR,No details,No details,Bachelors,no details,Performance & Discipline,0,F,F,Rating not available,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst,DSSC AR,B.Com,No details,no details,no details,Abanonded,0,V,M,Rating not available,A2,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Senior Analyst,CBO Non Voice,B.A.,No details,no details,Intermediate,Performance & Discipline,0,F,F,Rating not available,A1,R1 RCM -IV,PFS 1,6:00 PM - 3:00 AM,PFS 1
Analyst - IT Infra & Operations,IT,B.A.,No details,no details,Intermediate,Abanonded,0,V,F,B,A2,R1 RCM -IV,PFS 2,6:00 PM - 3:00 AM,PFS 2
Senior Analyst- IT Infra & Operations,IT,B.A.,No details,no details,Intermediate,No data available,0,F,M,B,A2,R1 RCM -IV,IT,1:00 PM - 10:00 PM,IT
